"Statistic Label","Quarter","Private or Public Sector","UNIT","VALUE"
"Average Hourly Earnings","2011Q3","Public sector","Euro","29.22"
"Average Hourly Earnings","2011Q3","All sectors","Euro","21.57"
"Average Hourly Earnings","2011Q4","Private sector","Euro","19.63"
"Average Hourly Earnings","2011Q4","Public sector","Euro","29.11"
"Average Hourly Earnings","2011Q4","All sectors","Euro","22.06"
"Average Hourly Earnings","2012Q1","Private sector","Euro","19.98"
"Average Hourly Earnings","2012Q1","Public sector","Euro","28.96"
"Average Hourly Earnings","2012Q1","All sectors","Euro","22.25"
"Average Hourly Earnings","2012Q2","Private sector","Euro","19.54"
"Average Hourly Earnings","2012Q2","Public sector","Euro","29.17"
"Average Hourly Earnings","2012Q2","All sectors","Euro","21.96"
"Average Hourly Earnings","2012Q3","Private sector","Euro","19.39"
"Average Hourly Earnings","2012Q3","Public sector","Euro","29.26"
"Average Hourly Earnings","2012Q3","All sectors","Euro","21.82"
"Average Hourly Earnings","2012Q4","Private sector","Euro","19.73"
"Average Hourly Earnings","2012Q4","Public sector","Euro","29.12"
"Average Hourly Earnings","2012Q4","All sectors","Euro","21.9"
"Average Hourly Earnings","2013Q1","Private sector","Euro","20.12"
"Average Hourly Earnings","2013Q1","Public sector","Euro","29.02"
"Average Hourly Earnings","2013Q1","All sectors","Euro","22.24"
"Average Hourly Earnings","2013Q2","Private sector","Euro","19.76"
"Average Hourly Earnings","2013Q2","Public sector","Euro","29.37"
"Average Hourly Earnings","2013Q2","All sectors","Euro","22.02"
"Average Hourly Earnings","2013Q3","Private sector","Euro","19.45"
"Average Hourly Earnings","2013Q3","Public sector","Euro","28.4"
"Average Hourly Earnings","2013Q3","All sectors","Euro","21.53"
"Average Hourly Earnings","2013Q4","Private sector","Euro","19.96"
"Average Hourly Earnings","2013Q4","Public sector","Euro","28.25"
"Average Hourly Earnings","2013Q4","All sectors","Euro","21.89"
"Average Hourly Earnings","2014Q1","Private sector","Euro","20.53"
"Average Hourly Earnings","2014Q1","Public sector","Euro","28.29"
"Average Hourly Earnings","2014Q1","All sectors","Euro","22.37"
"Average Hourly Earnings","2014Q2","Private sector","Euro","19.77"
"Average Hourly Earnings","2014Q2","Public sector","Euro","28.52"
"Average Hourly Earnings","2014Q2","All sectors","Euro","21.81"
"Average Hourly Earnings","2014Q3","Private sector","Euro","19.2"
"Average Hourly Earnings","2014Q3","Public sector","Euro","28"
"Average Hourly Earnings","2014Q3","All sectors","Euro","21.2"
"Average Hourly Earnings","2014Q4","Private sector","Euro","20.24"
"Average Hourly Earnings","2014Q4","Public sector","Euro","28.26"
"Average Hourly Earnings","2014Q4","All sectors","Euro","22.05"
"Average Hourly Earnings","2015Q1","Private sector","Euro","20.53"
"Average Hourly Earnings","2015Q1","Public sector","Euro","28.13"
"Average Hourly Earnings","2015Q1","All sectors","Euro","22.3"
"Average Hourly Earnings","2015Q2","Private sector","Euro","19.95"
"Average Hourly Earnings","2015Q2","Public sector","Euro","28.2"
"Average Hourly Earnings","2015Q2","All sectors","Euro","21.86"
"Average Hourly Earnings","2015Q3","Private sector","Euro","19.63"
"Average Hourly Earnings","2015Q3","Public sector","Euro","27.89"
"Average Hourly Earnings","2015Q3","All sectors","Euro","21.5"
"Average Hourly Earnings","2015Q4","Private sector","Euro","20.08"
"Average Hourly Earnings","2015Q4","Public sector","Euro","28.24"
"Average Hourly Earnings","2015Q4","All sectors","Euro","21.91"
"Average Hourly Earnings","2016Q1","Private sector","Euro","20.95"
"Average Hourly Earnings","2016Q1","Public sector","Euro","28.07"
"Average Hourly Earnings","2016Q1","All sectors","Euro","22.55"
"Average Hourly Earnings","2016Q2","Private sector","Euro","20.21"
"Average Hourly Earnings","2016Q2","Public sector","Euro","28.18"
"Average Hourly Earnings","2016Q2","All sectors","Euro","21.97"
"Average Hourly Earnings","2016Q3","Private sector","Euro","19.8"
"Average Hourly Earnings","2016Q3","Public sector","Euro","28.02"
"Average Hourly Earnings","2016Q3","All sectors","Euro","21.56"
"Average Hourly Earnings","2016Q4","Private sector","Euro","20.5"
"Average Hourly Earnings","2016Q4","Public sector","Euro","28.22"
"Average Hourly Earnings","2016Q4","All sectors","Euro","22.18"
"Average Hourly Earnings","2017Q1","Private sector","Euro","21.11"
"Average Hourly Earnings","2017Q1","Public sector","Euro","28.31"
"Average Hourly Earnings","2017Q1","All sectors","Euro","22.69"
"Average Hourly Earnings","2017Q2","Private sector","Euro","20.41"
"Average Hourly Earnings","2017Q2","Public sector","Euro","28.8"
"Average Hourly Earnings","2017Q2","All sectors","Euro","22.27"
"Average Hourly Earnings","2017Q3","Private sector","Euro","20.29"
"Average Hourly Earnings","2017Q3","Public sector","Euro","28.89"
"Average Hourly Earnings","2017Q3","All sectors","Euro","22.16"
"Average Hourly Earnings","2017Q4","Private sector","Euro","20.83"
"Average Hourly Earnings","2017Q4","Public sector","Euro","28.89"
"Average Hourly Earnings","2017Q4","All sectors","Euro","22.6"
"Average Hourly Earnings","2018Q1","Private sector","Euro","21.7"
"Average Hourly Earnings","2018Q1","Public sector","Euro","29.24"
"Average Hourly Earnings","2018Q1","All sectors","Euro","23.4"
"Average Hourly Earnings","2018Q2","Private sector","Euro","21.07"
"Average Hourly Earnings","2018Q2","Public sector","Euro","29.44"
"Average Hourly Earnings","2018Q2","All sectors","Euro","22.94"
"Average Hourly Earnings","2018Q3","Private sector","Euro","20.72"
"Average Hourly Earnings","2018Q3","Public sector","Euro","29.44"
"Average Hourly Earnings","2018Q3","All sectors","Euro","22.62"
"Average Hourly Earnings","2018Q4","Private sector","Euro","21.51"
"Average Hourly Earnings","2018Q4","Public sector","Euro","29.59"
"Average Hourly Earnings","2018Q4","All sectors","Euro","23.31"
"Average Hourly Earnings","2019Q1","Private sector","Euro","22.43"
"Average Hourly Earnings","2019Q1","Public sector","Euro","29.55"
"Average Hourly Earnings","2019Q1","All sectors","Euro","24.05"
"Average Hourly Earnings","2019Q2","Private sector","Euro","21.86"
"Average Hourly Earnings","2019Q2","Public sector","Euro","29.9"
"Average Hourly Earnings","2019Q2","All sectors","Euro","23.69"
"Average Hourly Earnings","2019Q3","Private sector","Euro","21.69"
"Average Hourly Earnings","2019Q3","Public sector","Euro","29.81"
"Average Hourly Earnings","2019Q3","All sectors","Euro","23.54"
"Average Hourly Earnings","2019Q4","Private sector","Euro","22.4"
"Average Hourly Earnings","2019Q4","Public sector","Euro","30.42"
"Average Hourly Earnings","2019Q4","All sectors","Euro","24.23"
"Average Hourly Earnings","2020Q1","Private sector","Euro","23.07"
"Average Hourly Earnings","2020Q1","Public sector","Euro","30.65"
"Average Hourly Earnings","2020Q1","All sectors","Euro","24.76"
"Average Hourly Earnings","2020Q2","Private sector","Euro","23.46"
"Average Hourly Earnings","2020Q2","Public sector","Euro","31.04"
"Average Hourly Earnings","2020Q2","All sectors","Euro","25.38"
"Average Hourly Earnings","2020Q3","Private sector","Euro","22.45"
"Average Hourly Earnings","2020Q3","Public sector","Euro","30.44"
"Average Hourly Earnings","2020Q3","All sectors","Euro","24.38"
"Average Hourly Earnings","2020Q4","Private sector","Euro","23.83"
"Average Hourly Earnings","2020Q4","Public sector","Euro","31.21"
"Average Hourly Earnings","2020Q4","All sectors","Euro","25.57"
"Average Hourly Earnings","2021Q1","Private sector","Euro","25.22"
"Average Hourly Earnings","2021Q1","Public sector","Euro","31.75"
"Average Hourly Earnings","2021Q1","All sectors","Euro","26.84"
"Average Hourly Earnings","2021Q2","Private sector","Euro","24.21"
"Average Hourly Earnings","2021Q2","Public sector","Euro","31.74"
"Average Hourly Earnings","2021Q2","All sectors","Euro","26.08"
"Average Hourly Earnings","2021Q3","Private sector","Euro","23.32"
"Average Hourly Earnings","2021Q3","Public sector","Euro","31.95"
"Average Hourly Earnings","2021Q3","All sectors","Euro","25.31"
"Average Hourly Earnings","2021Q4","Private sector","Euro","24.61"
"Average Hourly Earnings","2021Q4","Public sector","Euro","31.94"
"Average Hourly Earnings","2021Q4","All sectors","Euro","26.29"
"Average Hourly Earnings","2022Q1","Private sector","Euro","26.07"
"Average Hourly Earnings","2022Q1","Public sector","Euro","31.87"
"Average Hourly Earnings","2022Q1","All sectors","Euro","27.46"
"Average Hourly Earnings","2022Q2","Private sector","Euro","25"
"Average Hourly Earnings","2022Q2","Public sector","Euro","32.67"
"Average Hourly Earnings","2022Q2","All sectors","Euro","26.76"
"Average Hourly Earnings","2022Q3","Private sector","Euro","24.46"
"Average Hourly Earnings","2022Q3","Public sector","Euro","32.26"
"Average Hourly Earnings","2022Q3","All sectors","Euro","26.23"
"Average Hourly Earnings","2022Q4","Private sector","Euro","25.61"
"Average Hourly Earnings","2022Q4","Public sector","Euro","35.69"
"Average Hourly Earnings","2022Q4","All sectors","Euro","27.9"
"Average Hourly Earnings","2023Q1","Private sector","Euro","26.98"
"Average Hourly Earnings","2023Q1","Public sector","Euro","33.77"
"Average Hourly Earnings","2023Q1","All sectors","Euro","28.55"
"Average Hourly Earnings","2023Q2","Private sector","Euro","26.22"
"Average Hourly Earnings","2023Q2","Public sector","Euro","34.94"
"Average Hourly Earnings","2023Q2","All sectors","Euro","28.19"
"Average Hourly Earnings","2023Q3","Private sector","Euro","25.86"
"Average Hourly Earnings","2023Q3","Public sector","Euro","34.57"
"Average Hourly Earnings","2023Q3","All sectors","Euro","27.84"
"Average Hourly Earnings","2023Q4","Private sector","Euro","26.49"
"Average Hourly Earnings","2023Q4","Public sector","Euro","35.11"
"Average Hourly Earnings","2023Q4","All sectors","Euro","28.44"
"Average Hourly Earnings","2024Q1","Private sector","Euro","28.33"
"Average Hourly Earnings","2024Q1","Public sector","Euro","35.33"
"Average Hourly Earnings","2024Q1","All sectors","Euro","29.96"
"Average Hourly Earnings","2024Q2","Private sector","Euro","27.55"
"Average Hourly Earnings","2024Q2","Public sector","Euro","37.1"
"Average Hourly Earnings","2024Q2","All sectors","Euro","29.75"
"Average Hourly Earnings","2024Q3","Private sector","Euro","27.09"
"Average Hourly Earnings","2024Q3","Public sector","Euro","36.18"
"Average Hourly Earnings","2024Q3","All sectors","Euro","29.23"
"Average Hourly Earnings","2024Q4","Private sector","Euro","28.03"
"Average Hourly Earnings","2024Q4","Public sector","Euro","37.09"
"Average Hourly Earnings","2024Q4","All sectors","Euro","30.18"
"Average Hourly Earnings","2025Q1","Private sector","Euro","30.13"
"Average Hourly Earnings","2025Q1","Public sector","Euro","37.4"
"Average Hourly Earnings","2025Q1","All sectors","Euro","31.86"
"Average Hourly Earnings","2025Q2","Private sector","Euro","28.61"
"Average Hourly Earnings","2025Q2","Public sector","Euro","38.09"
"Average Hourly Earnings","2025Q2","All sectors","Euro","30.79"
"Average Hourly Earnings","2025Q3","Private sector","Euro","27.97"
"Average Hourly Earnings","2025Q3","Public sector","Euro","38.27"
"Average Hourly Earnings","2025Q3","All sectors","Euro","30.36"
"Average Hourly Earnings","2025Q4","Private sector","Euro","28.77"
"Average Hourly Earnings","2025Q4","Public sector","Euro","38.6"
"Average Hourly Earnings","2025Q4","All sectors","Euro","31.12"
"Average Hourly Earnings","2026Q1","Private sector","Euro","31.12"
"Average Hourly Earnings","2026Q1","Public sector","Euro","39.11"
"Average Hourly Earnings","2026Q1","All sectors","Euro","33.13"
"Average Hourly Earnings excluding Irregular Earnings","2008Q1","Private sector","Euro","18.12"
"Average Hourly Earnings excluding Irregular Earnings","2008Q1","Public sector","Euro","27.15"
"Average Hourly Earnings excluding Irregular Earnings","2008Q1","All sectors","Euro","20.18"
"Average Hourly Earnings excluding Irregular Earnings","2008Q2","Private sector","Euro","18.23"
"Average Hourly Earnings excluding Irregular Earnings","2008Q2","Public sector","Euro","27.38"
"Average Hourly Earnings excluding Irregular Earnings","2008Q2","All sectors","Euro","20.35"
"Average Hourly Earnings excluding Irregular Earnings","2008Q3","Private sector","Euro","18.17"
"Average Hourly Earnings excluding Irregular Earnings","2008Q3","Public sector","Euro","27.43"
"Average Hourly Earnings excluding Irregular Earnings","2008Q3","All sectors","Euro","20.33"
"Average Hourly Earnings excluding Irregular Earnings","2008Q4","Private sector","Euro","18.73"
"Average Hourly Earnings excluding Irregular Earnings","2008Q4","Public sector","Euro","28.38"
"Average Hourly Earnings excluding Irregular Earnings","2008Q4","All sectors","Euro","21.11"
"Average Hourly Earnings excluding Irregular Earnings","2009Q1","Private sector","Euro","18.78"
"Average Hourly Earnings excluding Irregular Earnings","2009Q1","Public sector","Euro","28.59"
"Average Hourly Earnings excluding Irregular Earnings","2009Q1","All sectors","Euro","21.27"
"Average Hourly Earnings excluding Irregular Earnings","2009Q2","Private sector","Euro","18.63"
"Average Hourly Earnings excluding Irregular Earnings","2009Q2","Public sector","Euro","28.6"
"Average Hourly Earnings excluding Irregular Earnings","2009Q2","All sectors","Euro","21.13"
"Average Hourly Earnings excluding Irregular Earnings","2009Q3","Private sector","Euro","18.54"
"Average Hourly Earnings excluding Irregular Earnings","2009Q3","Public sector","Euro","28.61"
"Average Hourly Earnings excluding Irregular Earnings","2009Q3","All sectors","Euro","21.08"
"Average Hourly Earnings excluding Irregular Earnings","2009Q4","Private sector","Euro","18.81"
"Average Hourly Earnings excluding Irregular Earnings","2009Q4","Public sector","Euro","28.67"
"Average Hourly Earnings excluding Irregular Earnings","2009Q4","All sectors","Euro","21.43"
"Average Hourly Earnings excluding Irregular Earnings","2010Q1","Private sector","Euro","18.8"
"Average Hourly Earnings excluding Irregular Earnings","2010Q1","Public sector","Euro","27.41"
"Average Hourly Earnings excluding Irregular Earnings","2010Q1","All sectors","Euro","21.09"
"Average Hourly Earnings excluding Irregular Earnings","2010Q2","Private sector","Euro","18.7"
"Average Hourly Earnings excluding Irregular Earnings","2010Q2","Public sector","Euro","27.56"
"Average Hourly Earnings excluding Irregular Earnings","2010Q2","All sectors","Euro","21.06"
"Average Hourly Earnings excluding Irregular Earnings","2010Q3","Private sector","Euro","18.39"
"Average Hourly Earnings excluding Irregular Earnings","2010Q3","Public sector","Euro","27.36"
"Average Hourly Earnings excluding Irregular Earnings","2010Q3","All sectors","Euro","20.84"
"Average Hourly Earnings excluding Irregular Earnings","2010Q4","Private sector","Euro","18.7"
"Average Hourly Earnings excluding Irregular Earnings","2010Q4","Public sector","Euro","27.7"
"Average Hourly Earnings excluding Irregular Earnings","2010Q4","All sectors","Euro","20.99"
"Average Hourly Earnings excluding Irregular Earnings","2011Q1","Private sector","Euro","18.5"
"Average Hourly Earnings excluding Irregular Earnings","2011Q1","Public sector","Euro","27.66"
"Average Hourly Earnings excluding Irregular Earnings","2011Q1","All sectors","Euro","20.94"
